 13,   4,  2001,   2,   0
 24,  11,  1995,   8,   0
 24,   3,  1993,   3,   0
 30,   3,  1995,  17,   0
 15,   8,  1985,  11,   0
 29,  11,  1985,  17,   0
 17,   9,  1999,  19,   0
 24,   7,  2005,  21,   0
 29,   5,  1997,   3,   0
 26,   3,  1993,  18,   0
 25,   7,  1988,  15,   0
  4,   7,  1995,  12,   0
 16,   7,  2005,   9,   0
 11,   2,  2001,  14,   0
 15,   4,  1996,   0,   0
 29,  12,  2002,   5,   0
  9,  11,  1989,  21,   0
 30,   9,  1995,  14,   0
  2,  12,  2004,   6,   0
 31,   1,  1997,  14,   0
  9,   8,  1994,   7,   0
 20,   8,  1990,   6,   0
 18,   6,  1996,   0,   0
  6,   1,  2005,  18,   0
 14,   2,  1985,   4,   0
 22,   5,  2001,  21,   0
 28,   2,  2002,   5,   0
 14,   7,  2003,  23,   0
 27,   6,  2000,   7,   0
  3,  12,  2001,  13,   0
  7,  11,  1995,   2,   0
 28,   9,  1996,   1,   0
 29,  11,  1993,  22,   0
  6,   3,  1986,   5,   0
 13,   3,  2003,  11,   0
  3,  12,  1996,   1,   0
  7,   3,  1989,  21,   0
 23,   7,  1995,  11,   0
 22,   2,  1995,   7,   0
 18,   6,  1992,  15,   0
 28,   3,  1992,  19,   0
  6,   4,  1996,   7,   0
 15,   1,  1998,  14,   0
 23,  10,  1997,   7,   0
  1,   8,  1994,  18,   0
  3,   8,  1985,   5,   0
 21,  10,  1989,   5,   0
 16,   9,  1988,   1,   0
 23,   3,  1997,  12,   0
  3,   1,  2003,  17,   0
 12,   9,  2001,  19,   0
  2,   9,  2001,  13,   0
 28,   1,  2002,   7,   0
  5,   5,  1990,  10,   0
  9,   8,  2002,  14,   0
 29,   1,  1999,  15,   0
 29,   9,  1986,   7,   0
  9,   5,  1985,   1,   0
 22,   4,  1985,  18,   0
 20,  10,  2000,  12,   0
 22,   3,  1990,  15,   0
 17,   4,  1987,  19,   0
 25,   1,  1998,  15,   0
 16,   3,  1992,   4,   0
 16,   6,  1986,  12,   0
  4,   5,  1988,  18,   0
 12,   1,  1996,  13,   0
  8,   7,  1988,  19,   0
 17,   9,  1990,   0,   0
 19,  11,  1999,  11,   0
  6,   7,  1994,  11,   0
 26,   9,  1991,  22,   0
 29,  11,  1994,   2,   0
  1,   7,  1985,   2,   0
 31,   1,  1993,  23,   0
 21,  10,  1993,  10,   0
  7,  12,  1988,  18,   0
 12,   4,  1987,   6,   0
 27,  10,  2003,   3,   0
  2,   9,  1995,  16,   0
 17,   5,  1989,  13,   0
  1,   9,  1997,   8,   0
  1,   2,  2002,  21,   0
  9,   6,  1985,  14,   0
 18,   5,  1985,   0,   0
 25,   1,  1988,   5,   0
 13,   1,  2000,  20,   0
  9,   5,  1988,   8,   0
 27,   9,  1999,   3,   0
  9,   3,  1999,   7,   0
 23,   5,  1996,  20,   0
 13,   8,  1989,  11,   0
 27,   5,  2005,  21,   0
  8,   9,  2001,   0,   0
 22,  10,  1995,   5,   0
  2,   9,  1989,   6,   0
 25,   7,  1998,  16,   0
  5,   4,  1993,  16,   0
 16,   1,  1997,  17,   0
 21,   9,  1991,   3,   0
 13,   3,  1998,  13,   0
 26,   3,  1986,  13,   0
  1,   4,  1991,   5,   0
 30,   3,  2005,   3,   0
 24,   4,  2003,  15,   0
 30,   5,  1991,  16,   0
 15,  12,  2002,  15,   0
 30,   6,  1991,   1,   0
 23,   8,  2004,  14,   0
 22,   7,  2000,  19,   0
 15,   9,  1993,   4,   0
 13,   4,  1990,   0,   0
  7,   3,  1985,   8,   0
 18,   5,  2003,  23,   0
 18,  10,  1985,   4,   0
 20,   2,  2002,   0,   0
 14,   2,  2005,  14,   0
  5,  12,  1996,   5,   0
  3,   8,  1988,  13,   0
 24,   2,  2003,  10,   0
 13,   5,  2005,  23,   0
 22,   9,  1999,  16,   0
 24,   8,  1995,   5,   0
 27,  11,  1992,   9,   0
  4,   4,  1992,   8,   0
 22,   4,  1989,   3,   0
  6,   2,  1999,  13,   0
 21,   1,  1994,   7,   0
 23,   1,  1989,   4,   0
 10,   3,  1987,   3,   0
  5,  12,  1998,  23,   0
 12,   3,  1991,  21,   0
 15,   6,  1995,  21,   0
 22,  10,  1991,  11,   0
 25,   3,  2003,  18,   0
 26,  10,  2003,   1,   0
 19,   5,  1985,  18,   0
 15,   3,  1989,  15,   0
  9,  11,  1991,  18,   0
 23,   8,  2005,   9,   0
 15,   5,  2001,  14,   0
  4,   2,  1992,  11,   0
 16,   6,  1989,  15,   0
  8,   2,  1999,  20,   0
  9,   7,  2002,  16,   0
 30,   6,  2004,   8,   0
 11,   3,  1992,  19,   0
 16,   6,  2003,   1,   0
 16,   5,  1999,  12,   0
 19,   2,  1995,   1,   0
 11,   8,  2005,  14,   0
 28,  11,  1989,  16,   0
  4,   3,  2000,  11,   0
 10,  10,  1986,   8,   0
 20,   7,  1988,  15,   0
 20,   1,  2004,  10,   0
 16,   6,  1989,   4,   0
 16,  11,  2000,  11,   0
 21,   7,  1997,  19,   0
  4,   8,  2002,  21,   0
 13,   9,  1992,   2,   0
 13,   2,  1992,  13,   0
  3,   2,  1991,  19,   0
 21,   2,  2003,  16,   0
 19,   8,  1997,  15,   0
 16,  12,  2004,   7,   0
 23,   7,  2003,   6,   0
  1,  11,  1987,   7,   0
 12,   7,  1996,   6,   0
  9,   3,  1987,   0,   0
 27,  10,  1985,  12,   0
 14,   7,  1986,  14,   0
 12,   2,  2003,   2,   0
 25,   6,  2001,  23,   0
 30,   4,  2002,  11,   0
 18,   2,  1992,   6,   0
 13,  11,  1997,   4,   0
  9,   5,  2001,  12,   0
 27,  11,  1992,  22,   0
  9,  12,  1996,   1,   0
  6,   9,  1989,   5,   0
 17,   9,  1986,  21,   0
 31,   7,  1990,  17,   0
 19,   8,  2003,   0,   0
 21,  10,  1996,  15,   0
  6,   5,  2004,  23,   0
 29,   7,  1994,  21,   0
 19,  10,  1990,  14,   0
 17,   6,  2001,  13,   0
 24,   4,  2002,  20,   0
  6,   4,  1985,   3,   0
  8,   1,  1999,  23,   0
  2,  12,  1986,  19,   0
 30,   5,  1987,  16,   0
  6,   7,  2003,   9,   0
  3,  11,  1985,   6,   0
  5,   1,  1990,  19,   0
 31,   8,  2005,  20,   0
 22,  10,  1993,   3,   0
  3,   6,  1987,   4,   0
  3,   7,  1988,   0,   0
 19,   1,  1990,  11,   0
 24,   7,  2000,   2,   0
 26,   2,  1987,   0,   0
 18,   1,  2004,  17,   0
 29,  11,  1992,  18,   0
 17,   4,  2005,   4,   0
  6,   1,  2004,  23,   0
 25,   2,  1991,   5,   0
 21,   4,  1990,   1,   0
 23,  12,  1994,  20,   0
  5,   2,  1987,   8,   0
 21,   8,  1998,  18,   0
 31,  10,  1985,   4,   0
 22,   3,  1985,  19,   0
 20,   7,  2005,   6,   0
  8,   3,  1991,  21,   0
 24,   6,  1997,   0,   0
 30,   5,  1994,   8,   0
 22,   7,  1991,   7,   0
 27,   4,  1986,  11,   0
  7,   2,  2004,  19,   0
 13,   4,  2005,  17,   0
 13,   4,  2005,  14,   0
  2,   5,  1987,   3,   0
  3,   7,  1989,   4,   0
  3,  12,  1997,   5,   0
 30,   6,  2005,   4,   0
 10,   5,  1996,   4,   0
 24,   5,  1999,  18,   0
  4,  11,  1998,  11,   0
  3,   6,  1990,   9,   0
 30,   4,  1996,   4,   0
  6,   6,  1991,  19,   0
 26,   2,  1990,   8,   0
 15,   9,  1986,   1,   0
 16,  11,  1990,   3,   0
 26,   7,  2005,   7,   0
 15,   5,  1994,  12,   0
 21,   8,  1998,  10,   0
 17,   6,  1998,   4,   0
  3,   9,  2004,  15,   0
  2,   3,  1993,  22,   0
  2,   6,  1991,  17,   0
  5,  11,  1991,  22,   0
 17,   8,  1991,  17,   0
 19,   9,  2002,  18,   0
  8,   9,  2003,  21,   0
  3,   5,  1991,   8,   0
 30,  12,  1991,   2,   0
 20,   5,  1996,   5,   0
  9,   2,  1997,  16,   0
 19,   6,  1997,   8,   0
 16,   2,  1990,  13,   0
  6,   6,  1985,   4,   0
  6,   2,  1990,   8,   0
  7,   7,  1986,  23,   0
 12,   7,  1996,  12,   0
 27,   6,  1986,   5,   0
 29,   7,  1986,   9,   0
 16,   4,  1998,  10,   0
 31,   1,  1991,  19,   0
 27,   7,  2001,   1,   0
 26,   4,  1995,  23,   0
 16,   1,  2003,   5,   0
 24,   3,  1988,   3,   0
 28,   6,  1995,   8,   0
 17,   8,  2001,  10,   0
 13,   8,  1986,  12,   0
  7,  11,  2004,  12,   0
 16,   8,  1988,  18,   0
 27,   3,  2001,   0,   0
  6,   8,  2005,  22,   0
  8,   3,  2002,   8,   0
 10,   9,  1991,   0,   0
 28,   3,  1987,  21,   0
  5,  10,  1995,   2,   0
 24,   3,  2004,   8,   0
 21,   2,  1991,   4,   0
 10,   9,  2003,  20,   0
 19,  12,  1987,  16,   0
 16,   1,  2004,  13,   0
  1,   9,  1985,   3,   0
 12,   8,  1991,  14,   0
 21,  11,  2003,   2,   0
 24,  10,  2001,   4,   0
 22,  12,  2003,   3,   0
  1,   8,  2002,  17,   0
  9,   8,  2000,  17,   0
  4,   6,  1999,  12,   0
 23,   9,  1988,   6,   0
 18,   1,  1994,  22,   0
 21,   4,  1988,  13,   0
 14,  12,  1999,   4,   0
 19,  12,  1998,  21,   0
 14,   4,  1990,  18,   0
  8,   5,  1986,  13,   0
 23,   2,  2005,  15,   0
 26,  11,  2001,  18,   0
 27,   6,  1996,  17,   0
 28,   4,  1996,  11,   0
 21,  10,  2002,  12,   0
 25,   6,  1994,  19,   0
 11,   4,  1993,  21,   0
  1,   2,  1992,   5,   0
 25,   5,  1990,  21,   0
  7,   7,  1985,   0,   0
  9,   7,  1998,  21,   0
 19,   9,  1993,   2,   0
  7,  12,  1996,  16,   0
 22,   4,  1986,  13,   0
  4,   6,  1992,  12,   0
 23,  11,  1987,  18,   0
 15,   8,  1987,   6,   0
  3,   6,  1990,  14,   0
  3,   5,  2002,  17,   0
 27,   4,  1993,  20,   0
 22,   5,  1993,  22,   0
 23,  10,  1997,   6,   0
 20,  11,  1989,   5,   0
 27,   2,  1985,  16,   0
 22,   1,  1996,  15,   0
 24,   6,  1995,   7,   0
 28,   7,  1998,   5,   0
  3,   3,  1994,   7,   0
 11,   5,  1999,  23,   0
 18,   4,  2000,  23,   0
 27,  12,  1989,   5,   0
 10,   5,  1995,  19,   0
  6,   1,  1995,  17,   0
 16,   9,  1989,  13,   0
 16,   8,  1993,   4,   0
 20,   9,  1996,  19,   0
 20,  12,  2003,  12,   0
 11,   3,  2004,  18,   0
  4,  10,  1990,  16,   0
  9,   7,  1998,  17,   0
  4,   1,  1986,  16,   0
  2,   7,  1986,   1,   0
 14,   9,  1995,  17,   0
  9,   5,  2003,   2,   0
  3,   5,  1988,  13,   0
  8,   1,  2001,   6,   0
 20,   6,  2003,  18,   0
 11,   7,  1991,   0,   0
 27,   6,  1999,   3,   0
  3,  10,  2002,  22,   0
  9,  10,  1992,  20,   0
  1,   9,  1999,  18,   0
 27,   5,  2000,   3,   0
  8,   6,  1997,  19,   0
 28,  11,  2002,  13,   0
  2,  10,  2003,  14,   0
 29,   1,  2005,   9,   0
 12,  12,  1996,  11,   0
  8,   9,  1988,  22,   0
 30,   3,  1990,  13,   0
 21,   7,  1989,  16,   0
 29,  11,  1996,   9,   0
  6,  11,  2000,   1,   0
  3,   2,  1986,  18,   0
  4,   4,  1999,  17,   0
 31,  12,  1999,  23,   0
 12,   4,  1992,   8,   0
 10,  10,  1995,  10,   0
 13,   6,  1988,   6,   0
  7,   4,  2000,   7,   0
  8,  11,  1985,  12,   0
  9,   7,  2005,  20,   0
 24,  11,  2001,  10,   0
 22,   2,  1998,  11,   0
  6,   8,  1990,  20,   0
  3,   2,  2004,  18,   0
 24,   1,  2005,  11,   0
 30,  11,  1987,   4,   0
 23,   3,  2001,  14,   0
 11,   8,  2002,   0,   0
 19,  10,  1998,   7,   0
 26,   8,  1999,   2,   0
 23,   4,  1994,  19,   0
  1,   5,  2004,   4,   0
 24,   4,  2005,   9,   0
 30,  12,  1992,  21,   0
 15,  10,  2001,  11,   0
 21,   1,  1994,   2,   0
 12,   6,  1988,  22,   0
 23,  10,  1991,   9,   0
 24,   8,  1987,  10,   0
  4,   1,  2004,   9,   0
 24,   1,  2005,   9,   0
 30,   6,  1987,  21,   0
 25,   7,  1997,   9,   0
 16,   7,  1993,  11,   0
 22,   6,  1987,  12,   0
  8,   3,  1991,   8,   0
 12,   3,  1990,   9,   0
  4,   9,  2000,  15,   0
  1,   2,  1985,   4,   0
 21,  12,  1988,  12,   0
  6,   3,  1994,  19,   0
 11,   6,  1985,   5,   0
 15,   2,  1998,  10,   0
  1,   9,  1997,   4,   0
 21,   6,  2002,  14,   0
 28,   4,  1989,  13,   0
 16,  12,  1990,  15,   0
  5,   5,  1996,  19,   0
 19,   9,  1990,   9,   0
  2,   4,  1997,   6,   0
  1,   4,  1990,  17,   0
 19,   4,  1999,   3,   0
 18,   7,  2001,  16,   0
 29,  11,  2001,  20,   0
 12,   5,  2005,  18,   0
 29,   5,  1996,   0,   0
  8,   4,  1995,   5,   0
 24,  11,  2002,   3,   0
 31,   1,  2001,  11,   0
  7,  12,  1996,   5,   0
  6,   1,  1993,  18,   0
 11,  12,  1990,   1,   0
  7,   4,  1987,  12,   0
 21,  11,  2001,   9,   0
 22,   6,  1987,   9,   0
 17,   8,  2000,  23,   0
 28,   5,  1996,   7,   0
  7,   3,  2005,  13,   0
  1,  12,  2000,   9,   0
 12,   5,  2005,   1,   0
 10,  11,  1987,  20,   0
 20,   6,  1995,   6,   0
 22,  12,  1996,  18,   0
  6,   7,  1991,  19,   0
 20,   1,  1996,   7,   0
  8,   1,  1985,   0,   0
  2,   4,  1994,  20,   0
 18,   5,  2001,  13,   0
 18,   4,  1999,   6,   0
